表章項目 コード,表章項目 補助コード,表章項目,時間軸（月次） コード,時間軸（月次） 補助コード,year,都道府県 コード,都道府県 補助コード,prefecture,/国籍,total,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,ユーゴスラヴィア,アルメニア,アゼルバイジャン,アンドラ,ジョージア（グルジア）,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍
101,,人数【人】,2013000606,,2013年6月,38000,,愛媛県,,"8,838","8,135",-,-,3,-,1,11,-,21,7,"4,723",55,-,-,69,238,1,-,2,-,***,***,"1,447",-,3,-,34,8,-,-,70,18,945,-,2,1,4,109,4,359,-,-,171,-,1,4,2,5,3,-,1,-,1,19,14,-,-,-,5,5,-,-,-,-,1,1,-,-,4,-,2,-,1,-,4,13,-,18,2,3,-,-,54,3,2,***,-,-,***,-,-,1,-,-,1,1,-,31,-,-,-,-,-,-,-,-,-,-,-,-,2,***,-,-,2,-,-,-,-,3,-,-,***,1,3,-,1,4,-,-,-,2,-,-,-,1,-,2,-,***,-,-,-,-,3,3,4,-,-,-,-,-,241,1,-,-,45,-,1,2,-,-,-,-,1,6,4,-,-,-,-,-,1,180,-,-,196,3,3,139,1,2,17,-,2,29,-,-,-,63,39,-,-,-,-,24,-,-,-,-,-,-,-,-,1
101,,人数【人】,2013000606,,2013年6月,39000,,高知県,,"3,327","2,958",-,-,5,-,-,25,1,5,4,"1,248",32,-,-,30,172,2,-,-,-,***,***,636,-,1,-,12,5,-,-,19,10,544,-,-,-,3,48,-,156,-,-,95,-,-,2,-,-,-,-,2,-,-,9,5,-,1,-,3,-,-,-,-,1,-,-,-,-,1,-,3,-,1,-,7,2,-,3,4,-,-,-,47,1,-,***,1,-,***,-,-,-,-,1,-,1,-,25,-,-,-,-,-,-,-,8,-,-,-,-,1,***,-,-,2,-,-,-,-,1,-,-,***,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,***,-,-,-,-,-,10,-,-,-,-,-,1,163,-,-,-,24,-,1,3,-,-,-,-,3,1,3,-,-,-,-,-,-,128,-,-,29,1,-,19,-,2,-,-,1,6,-,-,-,57,39,-,-,-,-,15,-,1,-,-,2,-,-,-,-
101,,人数【人】,2013000606,,2013年6月,40000,,福岡県,,"54,275","49,759",70,5,68,2,2,178,-,32,156,"20,519",455,2,-,231,652,51,2,12,4,***,***,"17,896",-,19,-,218,105,4,1,"2,250",143,"3,820",-,1,12,53,386,21,"2,377",1,11,"1,576",6,11,26,5,8,2,6,6,-,8,182,117,9,9,3,18,69,6,2,-,-,2,3,-,-,7,1,42,5,33,9,90,221,-,63,34,20,-,-,435,69,24,***,1,1,***,3,3,10,-,-,1,6,-,350,7,-,-,6,-,-,-,7,-,1,-,-,9,***,-,-,12,-,-,-,-,16,2,1,***,1,1,2,16,7,5,-,-,56,2,3,12,1,-,8,-,***,-,6,1,7,8,22,126,-,4,1,-,-,"1,589",2,1,-,245,7,6,11,-,3,4,-,8,20,53,3,-,-,-,-,5,"1,221",-,-,649,36,21,310,10,23,8,1,13,223,-,-,4,341,214,6,-,-,1,112,-,5,-,1,-,-,-,2,11
101,,人数【人】,2013000606,,2013年6月,41000,,佐賀県,,"4,353","4,052",14,-,2,-,-,59,-,1,29,"1,690",19,-,-,10,249,2,-,1,-,***,***,827,-,-,-,35,2,-,-,180,-,503,-,-,1,2,52,2,368,-,4,95,-,1,1,5,3,-,1,2,-,-,6,2,-,-,1,6,5,-,-,-,1,-,2,-,-,1,-,-,1,1,-,10,3,-,5,1,1,-,-,34,1,-,***,-,-,***,-,1,-,-,-,-,-,-,9,-,-,-,-,-,-,2,-,-,-,-,-,-,***,-,-,-,-,-,-,-,2,-,-,***,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,***,-,-,-,-,1,-,2,-,-,-,-,-,138,-,1,-,18,-,-,-,-,-,-,-,1,2,2,-,-,1,-,-,-,113,-,-,22,-,-,15,2,2,1,-,-,2,-,-,-,37,26,2,-,-,-,9,-,-,-,-,-,-,-,-,-
101,,人数【人】,2013000606,,2013年6月,42000,,長崎県,,"7,535","6,486",2,-,17,-,-,37,-,10,15,"3,168",70,-,-,54,123,1,-,-,-,***,***,"1,288",-,3,-,17,8,-,-,211,1,818,-,-,1,3,89,8,542,-,-,304,-,-,1,-,3,2,1,3,1,2,21,6,-,8,-,7,13,1,7,-,-,-,-,-,-,-,-,18,15,8,6,23,50,-,3,3,3,-,-,92,3,-,***,-,-,***,-,-,2,-,-,-,-,2,91,-,-,-,-,-,-,-,1,-,-,1,-,-,***,-,-,2,3,-,-,-,20,-,-,***,1,2,-,1,-,-,-,1,8,-,-,-,-,-,7,-,***,-,1,-,-,1,5,37,-,-,-,-,-,537,-,-,-,44,2,-,-,-,1,1,-,2,3,13,-,-,-,-,-,7,464,-,-,45,2,2,28,2,2,-,1,2,5,-,1,-,65,44,-,-,-,-,19,-,-,-,-,1,-,-,1,7
101,,人数【人】,2013000606,,2013年6月,43000,,熊本県,,"9,291","8,400",3,1,9,-,2,62,-,6,31,"4,693",128,-,-,41,195,9,-,2,2,***,***,"1,113",-,5,-,23,14,1,2,97,31,"1,328",-,12,-,14,158,7,411,-,-,271,-,-,1,2,-,-,2,-,-,6,27,19,-,-,-,6,14,9,-,-,-,1,-,-,-,-,-,5,2,5,2,29,19,-,4,3,4,-,-,101,6,2,***,1,-,***,-,-,1,-,-,-,-,-,70,-,-,-,1,-,-,-,-,-,-,1,-,4,***,-,-,-,1,-,-,-,-,-,-,***,1,1,-,1,-,-,-,-,7,-,1,-,1,-,1,-,***,-,8,-,1,3,7,31,-,-,-,-,-,387,-,-,1,56,-,-,-,-,-,2,1,-,3,9,-,-,-,-,-,-,315,-,-,71,2,1,51,2,1,-,-,1,8,-,1,4,82,52,-,-,-,-,21,-,2,-,1,6,-,-,-,10
101,,人数【人】,2013000606,,2013年6月,44000,,大分県,,"9,798","8,841",9,1,39,-,3,49,2,10,86,"3,844",112,-,-,48,289,19,-,1,-,***,***,"2,358",1,3,-,32,31,-,-,173,33,955,-,13,-,19,265,5,441,-,-,317,-,1,2,2,-,-,4,5,2,1,25,17,-,2,1,6,16,18,2,-,-,-,4,-,-,1,-,4,10,4,2,8,27,-,11,4,1,1,16,63,1,51,***,3,-,***,-,-,-,-,-,2,-,-,79,-,-,11,2,-,-,-,1,-,-,-,-,7,***,-,-,14,-,-,-,-,8,-,-,***,1,-,-,1,-,-,3,-,5,-,-,3,2,-,-,-,***,-,2,-,1,1,8,4,-,-,5,-,-,366,-,-,-,57,1,2,2,-,-,1,-,1,1,16,1,-,-,-,-,1,282,-,1,103,8,2,58,1,1,3,1,1,27,-,1,-,92,58,4,-,-,-,19,-,3,-,1,6,1,-,-,-
101,,人数【人】,2013000606,,2013年6月,45000,,宮崎県,,"4,207","3,646",22,-,3,-,-,14,-,12,5,"1,857",24,-,-,34,296,-,-,2,1,***,***,630,-,2,-,11,9,-,-,35,22,564,-,-,-,3,37,1,62,-,-,159,-,1,1,-,-,-,-,1,-,2,7,11,1,-,-,3,13,-,-,-,-,-,-,-,-,-,-,1,-,2,-,13,8,-,8,3,4,-,-,70,6,2,***,-,-,***,-,1,1,-,-,-,-,-,42,-,-,-,-,-,-,2,1,-,-,-,-,-,***,-,-,-,-,-,-,1,1,-,-,***,-,-,1,2,-,-,-,-,1,-,-,3,-,-,-,-,***,-,3,-,-,1,9,15,-,-,1,1,-,252,-,-,-,49,1,-,-,-,-,-,-,-,1,9,1,-,-,-,-,1,189,1,-,48,-,4,30,-,6,2,-,-,6,-,-,-,60,45,-,1,-,-,13,-,-,-,1,-,-,-,-,-
101,,人数【人】,2013000606,,2013年6月,46000,,鹿児島県,,"6,350","5,624",4,-,19,-,-,32,-,-,15,"2,948",98,-,-,14,123,5,-,2,-,***,***,537,-,1,-,34,9,-,-,43,34,"1,420",-,-,1,4,72,3,206,-,-,216,1,3,1,1,3,-,1,2,-,1,21,23,-,1,-,5,8,-,6,-,1,1,-,-,-,-,-,9,1,5,1,9,5,-,9,3,4,-,-,83,5,-,***,-,-,***,-,-,3,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,***,3,1,-,1,-,-,3,2,-,-,***,-,-,1,6,1,-,-,-,4,-,-,1,-,-,1,-,***,-,3,-,2,1,3,11,-,-,-,-,1,343,-,2,-,56,1,1,-,-,1,-,-,1,1,8,-,-,-,-,-,-,272,-,-,54,5,2,25,1,2,-,-,7,11,-,-,1,58,32,1,-,1,3,15,-,-,-,1,4,1,-,-,10
101,,人数【人】,2013000606,,2013年6月,47000,,沖縄県,,"9,740","6,080",16,-,26,-,-,60,-,3,38,"1,660",299,-,-,290,203,20,5,4,5,***,***,775,-,14,-,38,23,-,3,500,27,"1,596",-,2,1,24,96,9,341,1,1,539,1,5,10,6,1,2,2,3,2,3,73,62,3,6,-,23,23,-,1,-,-,-,3,-,-,1,3,10,1,8,2,13,56,-,28,17,18,-,-,148,3,-,***,-,-,***,-,-,2,-,-,-,-,-,90,1,-,2,1,-,-,-,-,-,-,-,-,3,***,-,-,3,2,-,-,-,3,-,3,***,1,1,-,3,-,10,-,-,14,-,4,1,-,-,5,-,***,-,8,-,-,-,11,6,1,4,3,-,-,"2,299",2,-,-,98,3,2,-,-,1,-,1,-,5,18,1,-,-,-,-,1,"2,167",-,-,587,62,7,244,3,8,-,-,2,261,-,-,-,129,73,10,-,-,2,35,-,-,2,-,2,1,1,3,16
101,,人数【人】,2013000606,,2013年6月,99101,,未定・不詳,,"3,945","3,090",3,1,6,-,-,3,-,1,15,357,176,-,-,100,54,4,-,-,-,***,***,"2,033",-,2,-,30,6,-,-,14,6,90,8,2,-,6,55,3,115,-,-,324,-,3,2,-,-,-,-,8,-,2,109,52,2,1,-,1,9,-,-,-,-,-,1,-,-,-,1,-,8,4,4,2,22,-,6,12,2,-,-,67,5,-,***,1,-,***,-,-,-,-,-,-,-,-,41,1,-,1,4,-,-,-,1,-,-,-,-,3,***,-,1,3,2,-,-,-,1,-,2,***,1,-,-,1,1,-,-,-,3,-,-,-,-,-,-,1,***,-,2,-,1,-,5,6,-,-,-,1,-,296,1,-,-,37,1,-,-,-,1,-,-,1,-,8,-,-,-,-,-,-,247,-,-,119,2,2,76,2,3,7,-,1,20,-,4,2,74,51,-,-,-,-,21,-,1,1,-,-,-,-,-,1
101,,人数【人】,2012001212,,2012年12月,0,,全国,,"2,033,656","1,638,417","1,609",57,"8,046",13,54,"8,622",41,"2,862","8,428","652,595","22,775",19,34,"21,654","25,532","3,997",78,499,147,***,***,"530,048",25,"2,521",88,"7,848","4,837",29,41,"24,071","10,599","202,985",17,716,261,"2,136","40,133","2,529","52,367",46,58,"56,894",61,495,655,393,271,121,270,472,96,620,"8,455","5,223",215,507,65,"1,072","2,629",227,200,6,28,75,186,1,13,144,32,917,366,"1,007",407,"2,185","7,295",1,"1,822","1,677",937,37,70,"14,653","1,452",938,1,34,55,***,36,65,200,29,24,11,134,9,"10,880",162,10,31,328,7,3,30,275,1,2,41,7,327,***,31,20,"1,729",258,22,2,104,503,21,35,***,75,114,14,390,50,64,39,17,"2,377",6,38,348,44,5,196,3,***,4,326,28,300,404,542,"1,309",30,83,94,27,4,"61,066",21,11,10,"9,006",153,210,396,9,106,101,20,131,391,"1,935",70,42,8,7,1,71,"48,361",1,5,"253,243","2,726","5,285","190,609",607,"2,253",212,8,"1,878","49,255",6,101,303,"12,536","8,889",181,7,11,39,"3,109",3,48,35,31,113,9,4,57,620
101,,人数【人】,2012001212,,2012年12月,1000,,北海道,,"22,027","17,901",62,-,35,-,1,111,1,14,55,"9,331",256,-,-,136,206,18,7,5,5,***,***,"5,148",1,15,1,140,129,-,2,295,109,"1,229",-,2,7,25,283,12,260,-,-,"1,526",-,18,11,5,3,6,5,5,1,21,111,95,3,11,5,50,29,6,15,-,1,1,11,-,1,1,-,9,11,47,7,21,506,-,24,18,27,-,-,388,27,15,-,1,2,***,1,1,4,1,1,-,-,-,275,-,-,-,4,1,-,-,1,-,-,2,-,11,***,7,-,11,7,-,1,7,12,-,1,***,11,1,1,6,2,8,-,-,17,-,2,10,-,-,4,-,***,-,8,1,1,15,22,89,2,8,2,-,-,"1,366",1,-,-,294,4,9,1,-,2,3,-,3,9,21,1,1,-,-,-,1,"1,016",-,-,231,9,11,128,11,13,1,2,13,38,-,2,3,722,533,2,-,-,-,181,-,-,-,1,1,-,1,3,6
101,,人数【人】,2012001212,,2012年12月,2000,,青森県,,"3,930","3,342",4,-,1,-,-,6,-,2,1,"1,363",23,-,-,30,83,4,-,-,-,***,***,980,-,1,-,40,6,-,-,39,39,528,-,-,-,2,89,2,99,-,-,128,-,-,-,-,-,-,-,1,-,-,20,10,-,2,-,2,3,-,-,-,-,-,-,-,-,-,-,1,-,1,-,26,25,-,6,1,-,-,-,27,2,-,-,-,-,***,-,-,1,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,***,-,-,1,-,-,-,4,4,-,-,***,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,***,-,1,-,1,-,3,-,-,-,-,-,-,361,-,-,-,33,-,-,-,-,1,-,-,-,3,3,-,-,-,-,-,-,321,-,-,47,2,-,33,1,5,-,-,-,6,-,-,-,34,15,-,-,-,-,18,-,-,-,1,-,-,-,-,1
101,,人数【人】,2012001212,,2012年12月,3000,,岩手県,,"5,372","4,884",30,-,1,-,-,12,-,-,2,"2,387",63,-,-,26,147,1,-,-,-,***,***,"1,024",-,7,-,29,21,-,-,27,36,871,-,-,-,5,49,-,146,-,-,121,-,-,1,-,-,-,-,1,-,-,7,12,-,-,2,4,2,-,-,-,-,-,1,-,-,-,-,2,-,8,-,9,17,-,1,-,5,-,-,45,4,-,-,-,-,***,-,-,-,-,-,-,-,-,30,-,-,-,1,-,-,-,-,-,-,-,-,1,***,-,-,2,1,-,-,-,3,-,-,***,1,-,-,1,-,-,-,-,2,1,-,1,-,-,-,-,***,-,1,-,3,-,-,12,-,-,-,-,-,222,1,-,-,35,-,-,-,-,-,-,-,-,5,8,-,-,-,-,-,-,173,-,-,70,1,-,54,1,4,1,-,3,6,-,-,-,44,30,1,-,-,-,11,-,-,-,1,1,-,-,-,1
101,,人数【人】,2012001212,,2012年12月,4000,,宮城県,,"14,214","12,478",7,-,10,1,1,120,1,11,59,"5,461",179,-,-,141,269,53,-,4,3,***,***,"3,989",1,4,-,90,99,1,1,156,145,969,-,3,-,13,256,40,382,8,1,556,1,1,4,3,4,1,9,7,5,22,61,58,1,6,3,13,13,2,-,-,-,1,1,-,-,-,-,6,-,16,-,21,102,-,5,30,4,2,-,120,12,9,-,1,1,***,-,-,9,1,-,-,-,1,113,1,-,-,5,-,-,1,7,-,-,-,-,4,***,-,-,14,1,-,-,1,6,-,4,***,3,1,-,4,-,-,1,-,9,-,-,1,-,-,1,-,***,-,1,-,3,1,15,19,-,9,1,-,-,729,1,1,-,128,1,6,1,-,1,-,1,3,18,27,2,-,1,-,-,2,536,-,-,229,6,11,145,6,13,3,-,2,37,-,-,6,100,73,-,1,-,-,21,-,-,-,3,1,-,-,1,9
101,,人数【人】,2012001212,,2012年12月,5000,,秋田県,,"3,702","3,241",4,-,3,-,-,4,-,-,2,"1,608",31,-,-,10,36,2,-,3,-,***,***,695,-,3,-,54,19,-,-,44,12,596,-,-,-,3,57,1,54,-,-,139,-,-,-,1,1,1,2,2,-,3,9,11,1,1,-,5,4,-,1,-,-,-,3,-,1,-,2,2,2,3,3,10,19,-,4,2,1,-,-,39,5,-,-,-,-,***,-,-,1,-,-,-,-,-,31,-,-,3,1,-,-,-,-,-,-,-,-,1,***,-,-,5,-,-,-,-,2,-,-,***,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,***,-,-,-,1,-,1,5,-,7,1,-,-,207,-,-,-,26,-,-,-,-,-,2,-,-,2,4,-,-,-,-,-,-,173,-,-,24,1,-,13,2,2,-,-,-,4,-,2,-,59,20,7,-,-,-,19,-,5,-,2,6,-,-,-,1
101,,人数【人】,2012001212,,2012年12月,6000,,山形県,,"6,214","5,795",-,-,21,-,-,10,1,2,6,"2,666",50,-,-,13,64,2,1,2,-,***,***,"1,859",-,3,-,60,8,-,-,33,15,668,-,-,-,9,84,5,211,-,2,105,-,1,1,-,-,-,-,2,1,-,6,6,2,7,-,11,1,-,-,-,-,1,-,-,-,-,-,3,-,-,-,4,12,-,1,1,-,-,-,41,2,-,-,-,-,***,-,-,2,-,-,-,-,-,19,-,-,-,1,-,-,-,-,-,-,1,-,1,***,-,-,2,-,-,-,-,3,-,-,***,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,***,-,1,-,-,3,-,2,-,1,-,-,-,161,-,-,-,29,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,127,-,-,100,7,2,80,1,-,-,-,2,7,-,-,1,33,17,-,-,-,-,15,-,-,-,-,-,-,-,1,1
101,,人数【人】,2012001212,,2012年12月,7000,,福島県,,"9,259","8,294",6,-,33,-,-,14,1,3,22,"3,533",51,-,-,60,71,6,-,4,-,***,***,"1,768",-,8,1,33,38,-,1,85,69,"2,057",-,1,-,5,246,1,177,-,-,217,-,-,-,3,2,-,1,1,-,3,10,12,-,2,1,4,4,-,-,-,-,-,-,-,-,1,-,2,1,7,1,7,46,-,1,-,2,-,-,85,16,4,-,-,-,***,-,-,1,-,-,-,-,-,40,-,-,-,-,-,-,-,1,-,-,-,-,-,***,-,-,5,-,-,-,-,1,-,-,***,-,-,-,-,-,-,-,-,16,-,2,-,-,-,-,-,***,-,1,-,6,-,2,6,-,-,-,-,-,366,1,-,-,86,1,-,-,-,2,-,-,-,6,9,-,-,-,-,-,1,260,-,-,248,7,4,187,1,3,2,-,8,36,-,-,-,92,59,5,-,-,-,26,-,-,-,-,2,-,-,-,2
101,,人数【人】,2012001212,,2012年12月,8000,,茨城県,,"50,562","39,478",93,-,91,-,1,331,-,111,838,"14,255",635,1,1,635,"1,880",183,7,11,3,***,***,"5,262",1,233,5,179,120,-,1,382,769,"7,900",-,2,9,31,"4,188",27,"1,287",-,6,956,1,5,10,5,11,1,7,5,3,5,82,69,7,24,-,19,31,11,19,-,-,4,5,-,2,5,-,18,3,33,9,35,168,-,29,6,12,2,13,204,29,26,-,1,3,***,3,10,8,1,1,-,10,1,305,2,-,-,17,-,-,-,1,-,-,3,-,13,***,3,-,25,5,-,-,2,20,-,1,***,-,3,1,4,5,-,-,-,55,-,-,2,-,-,4,-,***,-,1,1,31,36,13,48,1,3,4,1,-,926,-,-,-,154,3,1,12,-,-,6,-,3,4,59,7,-,-,-,-,2,675,-,-,"8,737",50,91,"6,780",20,63,2,-,18,"1,698",-,1,14,150,97,7,-,-,1,35,-,4,-,2,2,-,-,2,10
101,,人数【人】,2012001212,,2012年12月,9000,,栃木県,,"30,087","19,927",30,-,110,-,-,238,-,23,354,"7,264",596,-,-,331,389,133,1,4,-,***,***,"2,863",-,26,1,136,80,-,-,414,494,"3,698",-,17,7,14,"1,650",8,"1,046",-,-,379,2,14,4,1,1,1,2,4,7,-,32,31,-,5,-,11,14,4,-,-,-,-,7,-,-,1,-,7,-,6,1,40,49,-,6,6,1,-,-,115,4,3,-,-,-,***,-,-,-,-,-,-,-,-,95,1,-,-,8,-,-,-,10,-,-,-,-,3,***,-,2,6,7,-,-,-,5,-,-,***,4,2,3,6,1,-,-,1,22,-,-,2,1,-,-,-,***,-,1,1,1,2,4,1,-,-,1,-,-,592,-,-,-,80,2,3,3,-,1,3,-,4,1,19,-,-,-,-,-,1,475,-,-,"9,007",123,324,"4,996",6,39,1,-,74,"3,434",-,-,10,79,50,5,-,-,-,23,-,-,-,-,-,-,1,-,8
101,,人数【人】,2012001212,,2012年12月,10000,,群馬県,,"41,181","22,247",38,-,203,-,1,383,-,25,206,"7,379",169,-,-,188,677,179,3,3,1,***,***,"2,834",-,8,4,101,70,-,-,458,614,"5,688",-,-,-,17,810,82,"2,105",1,-,414,1,4,1,1,1,-,3,1,-,2,44,20,1,3,-,19,11,1,-,-,-,-,1,-,-,2,-,1,-,7,1,78,68,-,11,2,2,-,-,99,10,11,-,-,3,***,-,4,1,-,-,-,-,-,96,4,2,-,7,-,-,-,4,-,-,-,-,3,***,-,-,6,9,-,-,2,9,-,-,***,-,-,-,6,-,-,-,-,16,-,-,-,-,-,5,-,***,-,2,-,5,2,4,9,-,-,1,-,-,596,-,-,-,78,5,1,11,-,2,1,-,1,4,25,1,1,-,-,-,1,465,-,-,"17,664",183,349,"12,197",38,48,3,-,177,"4,660",-,7,2,151,79,-,-,-,-,62,1,1,-,-,8,-,-,-,13
101,,人数【人】,2012001212,,2012年12月,11000,,埼玉県,,"117,845","98,658",74,1,424,-,6,"1,183",2,120,523,"47,271","1,305",-,-,867,"1,194",476,3,19,24,***,***,"17,805",1,58,2,497,396,-,-,"1,253","1,799","16,111",-,72,11,88,"2,581",370,"4,118",3,1,"2,258",-,15,13,13,18,1,10,15,4,11,236,183,13,28,1,27,85,14,11,-,1,3,8,-,-,10,1,17,11,69,19,106,388,-,61,57,15,1,4,605,71,85,-,3,4,***,4,4,7,1,1,2,2,-,"1,273",11,-,-,82,1,-,-,44,-,-,2,1,41,***,4,-,301,46,8,1,3,28,-,1,***,1,18,-,21,6,3,-,1,413,-,-,48,3,-,18,-,***,-,10,6,24,34,16,63,-,5,2,7,-,"2,316",1,-,3,351,9,9,29,-,10,4,-,10,18,88,4,5,-,1,-,3,"1,771",-,-,"12,885",174,163,"8,214",57,176,13,-,207,"3,867",-,7,7,417,261,9,-,1,4,122,-,-,3,1,9,-,-,7,38
101,,人数【人】,2012001212,,2012年12月,12000,,千葉県,,"105,523","91,373",547,3,347,-,3,605,1,55,"1,232","41,258","1,396",1,-,"1,231","1,241",429,6,12,7,***,***,"16,755",1,55,5,568,659,1,2,"1,511",763,"15,437",-,4,15,115,"4,844",62,"2,199",1,2,"2,450",8,30,18,16,19,3,11,10,3,34,213,153,5,30,2,36,65,15,11,1,1,4,16,-,-,9,1,25,33,37,29,92,451,-,81,47,38,1,-,722,87,73,-,-,1,***,2,2,8,-,1,-,6,-,840,5,-,-,27,-,-,1,20,1,-,-,-,9,***,1,1,193,11,-,-,6,43,7,8,***,3,3,-,16,2,4,1,2,245,-,1,13,3,1,35,-,***,-,36,4,9,57,24,38,-,2,6,2,-,"2,758",-,1,1,420,13,9,15,1,8,6,1,17,31,230,4,2,1,-,-,2,"1,996",-,-,"7,487",115,165,"3,851",84,241,6,-,86,"2,916",-,5,18,590,370,28,-,-,-,168,-,2,3,2,7,-,-,10,25
101,,人数【人】,2012001212,,2012年12月,13000,,東京都,,"393,585","339,136",119,29,"4,756",3,6,"2,624",20,258,"1,028","154,460","7,720",7,-,"8,430","2,545","1,055",25,214,30,***,***,"100,684",11,194,35,"2,013","1,187",2,12,"8,802","1,060","28,149",7,306,47,889,"6,983",586,"4,816",13,11,"22,047",7,210,278,155,79,45,102,205,39,220,"4,617","2,148",71,149,29,395,"1,211",38,55,2,12,26,63,1,6,35,11,354,112,295,146,523,"2,028",-,679,921,376,8,5,"5,517",366,338,-,17,11,***,6,22,44,10,8,2,49,1,"2,511",37,3,3,78,2,2,3,59,-,-,17,5,118,***,4,3,490,108,2,-,36,100,7,3,***,14,40,2,134,5,13,11,3,503,2,11,92,23,4,29,-,***,2,43,6,101,70,120,163,7,12,16,3,2,"19,646",2,1,2,"2,806",22,77,41,4,27,24,4,25,51,417,12,10,1,3,-,8,"16,107",-,2,"6,350",253,135,"3,219",103,513,33,-,73,"1,934",1,16,70,"3,791","2,870",45,1,2,4,826,1,5,6,6,16,1,-,8,104
101,,人数【人】,2012001212,,2012年12月,14000,,神奈川県,,"162,142","129,635",15,13,400,-,11,772,-,"1,582","1,320","53,112","2,221",2,11,"3,385","1,689",511,6,37,5,***,***,"31,281",3,"1,224",5,952,502,9,2,"1,419",929,"17,718",3,108,17,228,"3,588",172,"6,377",2,4,"5,643",1,53,61,35,22,13,27,46,8,44,669,743,30,58,1,93,223,18,19,-,5,3,14,-,-,18,1,113,33,105,41,196,696,1,168,175,121,10,5,"1,498",168,70,-,2,8,***,3,3,10,5,3,-,4,-,"1,473",38,-,-,27,-,-,8,30,-,-,5,-,32,***,-,4,316,23,2,-,19,49,1,4,***,10,21,-,39,5,10,7,-,436,-,1,89,1,-,7,-,***,-,104,3,29,27,35,65,6,6,12,2,-,"6,064",1,2,1,753,34,18,160,3,14,13,2,10,31,184,11,5,-,3,1,6,"4,812",-,-,"18,218",726,838,"9,145",40,279,52,1,232,"6,862",-,8,35,"1,001",767,17,-,-,9,197,-,1,3,1,3,-,-,3,108
